classified,count,hex_x,title,body,msg,system,time,hex_y,planned work,error,test,pre-launch,police,accident,unplanned service change,contingency,planned service change,retraction,fire,buses replace trains,unauthorized vehicle,end disruption,flooding,power outage,signal,government,traffic,road conditions,high volume,service enhancement,station rehab,maintenance,equipment problem,unauthorized person,event,sick customer,update,non service,construction,weather,other agencies,other
planned service change,402209,62321,C Line - Weekend Planned Service Changes,"         6:30 AM to 11 PM,  Sat and Sun,  Mar 4 - 5C trains are rerouted via the F in both directions between W 4 St and Jay St-MetroTech,  due to electrical improvements. To/from Spring St,  Canal St,  and Chambers St,  take the E instead via transfer at W 4 St. To/from Fulton St,  take the J instead via transfer at Delancey-Essex Sts F station. Or,  use the E at nearby World Trade Center station; transfer between trains at W 4 St. To/from High St,  use the nearby York St F station.6:30 AM to 11 PM,  Sat and Sun,  Mar 4 - 5No C trains between 145 St and 168 St,  due to track maintenance.Take the A instead.C service operates between Euclid Av and 145 St. To/from 155 St,  163 St,  and 168 St,  use the A. Transfer between trains at 125 St or 145 St.These service changes affect one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                          3/2/17 4:22 PM             NYC           ","6:30 AM to 11 PM,  Sat and Sun,  Mar 4 - 5C trains are rerouted via the F in both directions between W 4 St and Jay St-MetroTech,  due to electrical improvements. To/from Spring St,  Canal St,  and Chambers St,  take the E instead via transfer at W 4 St. To/from Fulton St,  take the J instead via transfer at Delancey-Essex Sts F station. Or,  use the E at nearby World Trade Center station; transfer between trains at W 4 St. To/from High St,  use the nearby York St F station.6:30 AM to 11 PM,  Sat and Sun,  Mar 4 - 5No C trains between 145 St and 168 St,  due to track maintenance.Take the A instead.C service operates between Euclid Av and 145 St. To/from 155 St,  163 St,  and 168 St,  use the A. Transfer between trains at 125 St or 145 St.These service changes affect one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,3/2/17 16:22,62321,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,291825,473f1,L Line - Weekday and Weekend Planned Service Changes,"         All times until Winter 2015/16 L trains skip Atlantic Av in both directions. To/from this station,  use free shuttle buses to/from the Broadway Junction station at all times.                          12/18/15 4:16 PM             NYC           ","All times until Winter 2015/16 L trains skip Atlantic Av in both directions. To/from this station,  use free shuttle buses to/from the Broadway Junction station at all times.",NYC,12/18/15 16:16,473f1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,359883,57dcb,5 Line - Weekend Planned Service Change,"         11:30 PM Fri to 5 AM Mon,  Sep 23 - 26No 5 service between Dyre Av and E 180 St.5 service operates between Bowling Green and E 180 St,  and via the 2 to/from 241 St,  all weekend.Free shuttle buses operate all weekend between Dyre Av and E 180 St,  making all stops. Transfer between trains and shuttle buses at E 180 St.                          9/22/16 3:58 PM             NYC           ","11:30 PM Fri to 5 AM Mon,  Sep 23 - 26No 5 service between Dyre Av and E 180 St.5 service operates between Bowling Green and E 180 St,  and via the 2 to/from 241 St,  all weekend.Free shuttle buses operate all weekend between Dyre Av and E 180 St,  making all stops. Transfer between trains and shuttle buses at E 180 St.",NYC,9/22/16 15:58,57dcb,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,276331,4376b,A Line - Weekend and Weekday Planned Service Changes,"         WEEKEND 11:45 PM Fri to 5 AM Mon,  Oct 16 - 19 A trains are rerouted via the F in both directions between W 4 St and Jay St-MetroTech.  To/from Spring St,  Canal St,  and Chambers St,  take the E instead via transfer at W 4 St.  To/from Fulton St,  take the J instead via transfer at Delancey-Essex Sts F station. Or,  use the E at nearby World Trade Center station; transfer between trains at W 4 St. To/from High St,  use the nearby York St F station.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  11:45 PM Fri to 5 AM Mon,  Oct 16 - 19 A trains run local in both directions between W 4 St and 59 St-Columbus Circle.  NIGHTS 11:45 PM to 6:30 AM,  Fri to Sun,  Oct 16 - 18 11:45 PM Sun to 5 AM Mon,  Oct 18 - 19 Downtown A trains run express from 125                           10/15/15 4:29 PM             NYC           ","WEEKEND 11:45 PM Fri to 5 AM Mon,  Oct 16 - 19 A trains are rerouted via the F in both directions between W 4 St and Jay St-MetroTech.  To/from Spring St,  Canal St,  and Chambers St,  take the E instead via transfer at W 4 St.  To/from Fulton St,  take the J instead via transfer at Delancey-Essex Sts F station. Or,  use the E at nearby World Trade Center station; transfer between trains at W 4 St. To/from High St,  use the nearby York St F station.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  11:45 PM Fri to 5 AM Mon,  Oct 16 - 19 A trains run local in both directions between W 4 St and 59 St-Columbus Circle.",NYC,10/15/15 16:29,4376b,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,400820,61db4,E Line - Weeknight Planned Service Changes,"         11:45 PM to 5 AM,  Mon to Fri,  Feb 27 - Mar 3Jamaica Center-bound E trains run express from Queens Plaza to Roosevelt Av,  due to track maintenance.11:45 PM to 5 AM,  Mon to Fri,  Feb 27 - Mar 3Jamaica Center-bound E trains run express from Roosevelt Av to Jamaica-Van Wyck,  due to signal modernization.                          2/24/17 4:09 PM             NYC           ","11:45 PM to 5 AM,  Mon to Fri,  Feb 27 - Mar 3Jamaica Center-bound E trains run express from Queens Plaza to Roosevelt Av,  due to track maintenance.11:45 PM to 5 AM,  Mon to Fri,  Feb 27 - Mar 3Jamaica Center-bound E trains run express from Roosevelt Av to Jamaica-Van Wyck,  due to signal modernization.",NYC,2/24/17 16:09,61db4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,254748,3e31c,7 Line _研 Weeknight and Weekday Planned Service Changes,"         NIGHTS 12:45 AM to 5 AM,  Wed to Fri,  Jul 29 _研 31 No 7 service between Main St and Willets Point _研 free shuttle buses provide alternate service. 7 service operates between Times Sq-42 St and Willets Point. Free shuttle buses operate between Main St and Willets Point.  Transfer between trains and free shuttle buses at Willets Point.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  DAYS 10:15 AM to 3 PM,  Mon and Tue,  Jul 27 _研 28 Times Sq-bound 7 service runs express from Willets Point to 74 St-Broadway.                          7/24/15 4:29 PM             NYC           ","NIGHTS 12:45 AM to 5 AM,  Wed to Fri,  Jul 29 _研 31 No 7 service between Main St and Willets Point _研 free shuttle buses provide alternate service. 7 service operates between Times Sq-42 St and Willets Point. Free shuttle buses operate between Main St and Willets Point.  Transfer between trains and free shuttle buses at Willets Point.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.  DAYS 10:15 AM to 3 PM,  Mon and Tue,  Jul 27 _研 28 Times Sq-bound 7 service runs express from Willets Point to 74 St-Broadway.",NYC,7/24/15 16:29,3e31c,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,426647,68297,N Line - Weekday and Weekend Planned Service Changes,"         WEEKEND11:45 PM Fri to 5 AM Mon,  May 19 - 22No N trains between Ditmars Blvd and Queensboro Plaza,  due to track replacement.Free shuttle buses provide alternate service.N trains run between Queensboro Plaza and Stillwell Av (trains are rerouted via the D in Brooklyn).Free shuttle buses make all N stops between Ditmars Blvd and Queensboro Plaza. Transfer between free shuttle buses and N trains at Queensboro Plaza.11:30 PM Fri to 5 AM Mon,  May 19 - 22N trains are rerouted via the D in both directions between Stillwell Av and 36 St,  due to structural improvements.Free shuttle buses and R trains provide alternate service.Free shuttle buses make all N stops between Stillwell Av and 36 St. Transfer between shuttle buses and N trains at 36 St,  62 St-New Utrecht Av,  or Stillwell Av. Transfer between R trains and shuttle buses at 36 St or 59 St. Transfer between N and R trains at 36 St.All times until Spring 2017Astoria-bound N trains skip 86 St,  Avenue U,  Kings Hwy,  20 Av,  18 Av,  New Utrecht Av,  and Fort Hamilton Pkwy,  due to station improvements. N trains stop at Bay Pkwy and 8 Av. To 86 St,  Avenue U,  and Kings Hwy,  take the Astoria-bound N to Bay Pkwy and transfer to a Coney Island-bound N. To 20 Av,  18 Av,  New Utrecht Av,  and Fort Hamilton Pkwy,  take the Astoria-bound N to 8 Av and transfer to a Coney Island-bound N. From these stations,  take a Coney Island-bound N to Bay Pkwy or Stillwell Av and transfer to an Astoria-bound N. Or,  from New Utrecht Av-62 St,  take the D instead. Transfer to an Astoria-bound N at 36 St.All times until Fall 2017N trains skip 53 St,  Brooklyn in both directions,  due to station enhancements. To/from this station,  use the nearby 45 St or 59 St stations for N/R service.Note: N trains stop at 45 St during late night hours only (12:01 AM to 6:30 AM,  every day).                          5/18/17 4:31 PM             NYC           ","WEEKEND11:45 PM Fri to 5 AM Mon,  May 19 - 22No N trains between Ditmars Blvd and Queensboro Plaza,  due to track replacement.Free shuttle buses provide alternate service.N trains run between Queensboro Plaza and Stillwell Av (trains are rerouted via the D in Brooklyn).Free shuttle buses make all N stops between Ditmars Blvd and Queensboro Plaza. Transfer between free shuttle buses and N trains at Queensboro Plaza.11:30 PM Fri to 5 AM Mon,  May 19 - 22N trains are rerouted via the D in both directions between Stillwell Av and 36 St,  due to structural improvements.Free shuttle buses and R trains provide alternate service.Free shuttle buses make all N stops between Stillwell Av and 36 St. Transfer between shuttle buses and N trains at 36 St,  62 St-New Utrecht Av,  or Stillwell Av. Transfer between R trains and shuttle buses at 36 St or 59 St. Transfer between N and R trains at 36 St.All times until Spring 2017Astoria-bound N trains skip 86 St,  Avenue U,  Kings Hwy,  20 Av,  18 Av,  New Utrecht Av,  and Fort Hamilton Pkwy,  due to station improvements. N trains stop at Bay Pkwy and 8 Av. To 86 St,  Avenue U,  and Kings Hwy,  take the Astoria-bound N to Bay Pkwy and transfer to a Coney Island-bound N. To 20 Av,  18 Av,  New Utrecht Av,  and Fort Hamilton Pkwy,  take the Astoria-bound N to 8 Av and transfer to a Coney Island-bound N. From these stations,  take a Coney Island-bound N to Bay Pkwy or Stillwell Av and transfer to an Astoria-bound N. Or,  from New Utrecht Av-62 St,  take the D instead. Transfer to an Astoria-bound N at 36 St.All times until Fall 2017N trains skip 53 St,  Brooklyn in both directions,  due to station enhancements. To/from this station,  use the nearby 45 St or 59 St stations for N/R service.Note: N trains stop at 45 St during late night hours only (12:01 AM to 6:30 AM,  every day).",NYC,5/18/17 16:31,68297,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,240265,3aa89,L Line _研 Weekday Planned Service Changes,"         11 AM to 3 PM,  Tue to Fri,  May 26  29L service operates in two sections:1. Between 8 Av and Broadway Junction.2. Between Broadway Junction and Rockaway Pkwy,  every 24 minutes. To continue your trip,  transfer at Broadway Junction.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.11 AM to 3 PM,  Tue to Fri,  May 26  29L trains run every 24 minutes between Rockaway Pkwy and Broadway Junction.                          5/22/15 4:27 PM             NYC           ","11 AM to 3 PM,  Tue to Fri,  May 26  29L service operates in two sections:1. Between 8 Av and Broadway Junction.2. Between Broadway Junction and Rockaway Pkwy,  every 24 minutes. To continue your trip,  transfer at Broadway Junction.This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.11 AM to 3 PM,  Tue to Fri,  May 26  29L trains run every 24 minutes between Rockaway Pkwy and Broadway Junction.",NYC,5/22/15 16:27,3aa89,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,422000,67070,3 Line - Weekday and Weekend Planned Service Changes,"         WEEKEND11:45 PM Fri to 5 AM Mon,  May 5 - 8 3 service operates to/from New Lots Av all weekend,  replacing the 4 in Brooklyn,  due to tunnel rehabilitation.All times until Spring 20173 service skips Sutter Av-Rutland Rd and Junius St in both directions,  due to station improvements.Free shuttle buses provide alternate service. Free shuttle buses operate between Sutter Av-Rutland Rd and Crown Hts-Utica Av at all times. Free shuttle buses operate between Junius St and Rockaway Av at all times.                          5/4/17 4:04 PM             NYC           ","WEEKEND11:45 PM Fri to 5 AM Mon,  May 5 - 8 3 service operates to/from New Lots Av all weekend,  replacing the 4 in Brooklyn,  due to tunnel rehabilitation.All times until Spring 20173 service skips Sutter Av-Rutland Rd and Junius St in both directions,  due to station improvements.Free shuttle buses provide alternate service. Free shuttle buses operate between Sutter Av-Rutland Rd and Crown Hts-Utica Av at all times. Free shuttle buses operate between Junius St and Rockaway Av at all times.",NYC,5/4/17 16:04,67070,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,445401,6cbd9,R Line - Weeknight and Weekend Planned Service Changes,"         NIGHTS11:45 PM to 5 AM,  Mon to Fri,  Jul 24 - 28Bay Ridge-bound R trains run express from Atlantic Av-Barclays Ctr to 59 St,  Brooklyn,  due to track maintenance.All times until Fall 2017R trains skip Prospect Av,  53 St,  and Bay Ridge Av in both directions,  due to station enhancements. To/from Prospect Av,  use the nearby 4 Av-9 St F/G/R or 25 St R stations via B37 and B63 local buses. To/from 53 St,  use the nearby 45 St R or 59 St N/R stations via B37 and B63 local buses. To/from Bay Ridge Av,  use the nearby 59 St N/R or 77 St R stations via B9,  B37,  and B63 local buses.Note: During late night hours only,  D/N trains stop at 4 Av-9 St and 25 St,  and N trains stop at 45 St (12:01 AM to 6:30 AM,  every day).                          7/21/17 4:42 PM             NYC           ","NIGHTS11:45 PM to 5 AM,  Mon to Fri,  Jul 24 - 28Bay Ridge-bound R trains run express from Atlantic Av-Barclays Ctr to 59 St,  Brooklyn,  due to track maintenance.All times until Fall 2017R trains skip Prospect Av,  53 St,  and Bay Ridge Av in both directions,  due to station enhancements. To/from Prospect Av,  use the nearby 4 Av-9 St F/G/R or 25 St R stations via B37 and B63 local buses. To/from 53 St,  use the nearby 45 St R or 59 St N/R stations via B37 and B63 local buses. To/from Bay Ridge Av,  use the nearby 59 St N/R or 77 St R stations via B9,  B37,  and B63 local buses.Note: During late night hours only,  D/N trains stop at 4 Av-9 St and 25 St,  and N trains stop at 45 St (12:01 AM to 6:30 AM,  every day).",NYC,7/21/17 16:42,6cbd9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,319525,4.00E+25,2 Line - Weeknight Planned Service Change,"         10 PM to 5 AM,  Mon to Fri,  Apr 25 - 29 No 2 service between 3 Av-149 St and 96 St. The 4 and free shuttle buses provide alternate service. 2 service operates in two sections as follows: 1. Between 241 St and 3 Av-149 St (trains from 241 St skip Jackson Av). 2. Between 96 St and Flatbush Av. Free shuttle buses operate between 3 Av-149 St and 96 St,  making station stops at 149 St-Grand Concourse,  145 St,  135 St,  125 St,  116 St,  and 110 St.  To Jackson Av from 241 St,  take the 2 to 3 Av-149 St,  where it becomes a 241 St-bound 2.  From Jackson Av,  take a free one-way shuttle bus to 149 St-Grand Concourse,  stopping at 3 Av-149 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.                          4/22/16 4:32 PM             NYC           ","10 PM to 5 AM,  Mon to Fri,  Apr 25 - 29 No 2 service between 3 Av-149 St and 96 St. The 4 and free shuttle buses provide alternate service. 2 service operates in two sections as follows: 1. Between 241 St and 3 Av-149 St (trains from 241 St skip Jackson Av). 2. Between 96 St and Flatbush Av. Free shuttle buses operate between 3 Av-149 St and 96 St,  making station stops at 149 St-Grand Concourse,  145 St,  135 St,  125 St,  116 St,  and 110 St.  To Jackson Av from 241 St,  take the 2 to 3 Av-149 St,  where it becomes a 241 St-bound 2.  From Jackson Av,  take a free one-way shuttle bus to 149 St-Grand Concourse,  stopping at 3 Av-149 St.  This service change affects one or more ADA accessible stations. Please call 511 for help with planning your trip. If you are deaf or hard of hearing,  use your preferred relay service provider or the free 711 relay. For more information,  click on the mta.info link in this email and read station signs.",NYC,4/22/16 16:32,4.00E+25,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
planned service change,317968,4da10,L Line - Weekday and Weeknight Planned Service Changes,"         DAYS 11 AM to 3 PM,  Mon to Fri,  Apr 18 - 22 The last stop for some L trains headed toward Rockaway Pkwy is Myrtle-Wyckoff Avs  To continue your trip,  transfer at Myrtle-Wyckoff Avs to a Rockaway Pkwy-bound L.  11 AM to 3 PM,  Mon to Fri,  Apr 18 - 22 L trains run every 12 minutes between Myrtle-Wyckoff Avs and Rockaway Pkwy.  All times beginning 12:01 AM,  Monday,  Apr 18 until 5 AM,  Tuesday,  May 31,  2016 Trains skip Wilson Av in both directions  Use the nearby Halsey St or Bushwick Av-Aberdeen St stations instead. Free shuttle buses operate between Wilson Av and Broadway Junction,  stopping at Bushwick Av- Aberdeen St,  at all times.  Transfer between L trains and free shuttle buses at Broadway Junction or Bushwick Av-Aberdeen St.                          4/15/16 4:21 PM             NYC           ","DAYS 11 AM to 3 PM,  Mon to Fri,  Apr 18 - 22 The last stop for some L trains headed toward Rockaway Pkwy is Myrtle-Wyckoff Avs  To continue your trip,  transfer at Myrtle-Wyckoff Avs to a Rockaway Pkwy-bound L.  11 AM to 3 PM,  Mon to Fri,  Apr 18 - 22 L trains run every 12 minutes between Myrtle-Wyckoff Avs and Rockaway Pkwy.  All times beginning 12:01 AM,  Monday,  Apr 18 until 5 AM,  Tuesday,  May 31,  2016 Trains skip Wilson Av in both directions  Use the nearby Halsey St or Bushwick Av-Aberdeen St stations instead. Free shuttle buses operate between Wilson Av and Broadway Junction,  stopping at Bushwick Av- Aberdeen St,  at all times.  Transfer between L trains and free shuttle buses at Broadway Junction or Bushwick Av-Aberdeen St.",NYC,4/15/16 16:21,4da10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,220188,35c1c,E Line _研 Weeknight Planned Service Changes,"         11:15 PM to 5 AM,  Mon to Fri,  Feb 23 _研 27 World Trade Center-bound E trains run express from 71 Av to Roosevelt Av.  11:45 PM to 5 AM,  Tue to Fri,  Feb 24 _研 27 Jamaica Center-bound E trains run express from Canal St to 34 St-Penn Station.                            2/20/15 4:26 PM             NYC           ","11:15 PM to 5 AM,  Mon to Fri,  Feb 23 _研 27 World Trade Center-bound E trains run express from 71 Av to Roosevelt Av.  11:45 PM to 5 AM,  Tue to Fri,  Feb 24 _研 27 Jamaica Center-bound E trains run express from Canal St to 34 St-Penn Station.",NYC,2/20/15 16:26,35c1c,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,389874,5f2f2,6 Line - Weeknight Planned Service Change,"         12:01 AM to 5 AM,  Wed to Fri,  Jan 18 - 206 service operates to/from Bowling Green,  due to track maintenance.                          1/13/17 4:06 PM             NYC           ","12:01 AM to 5 AM,  Wed to Fri,  Jan 18 - 206 service operates to/from Bowling Green,  due to track maintenance.",NYC,1/13/17 16:06,5f2f2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,429662,68e5e,G Line - Weeknight Planned Service Change,"         11:45 PM to 5 AM,  Tue to Fri,  May 30 - Jun 2Queens-bound G trains skip Fort Hamilton Pkwy,  15 St-Prospect Park,  and 4 Av-9 St,  due to track maintenance.                          5/26/17 4:06 PM             NYC           ","11:45 PM to 5 AM,  Tue to Fri,  May 30 - Jun 2Queens-bound G trains skip Fort Hamilton Pkwy,  15 St-Prospect Park,  and 4 Av-9 St,  due to track maintenance.",NYC,5/26/17 16:06,68e5e,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
planned service change,340333,5316d,4 Line - Weekend and Weekday Planned Service Changes,"         WEEKEND11:45 PM Fri to 5 AM Mon,  Jul 15 - 184 service runs local between 125 St and Brooklyn Bridge.11:45 PM Fri to 5 AM Mon,  Jul 15 - 18No 4 service between New Lots Av/Utica Av and Brooklyn Bridge - take the 2/3/D/J/N/Q/R.4 service operates between Woodlawn and Brooklyn Bridge,  making local stops. For service between Manhattan and Brooklyn,  take the D/N/Q/R. Transfer between the 4/6 and N/Q/R at 14 St-Union Sq or Canal St. Transfer between the D/N/Q/R and 2/3 at Atlantic Av-Barclays Ctr. For service to/from Wall St and Bowling Green,  use the R (N overnight) at nearby Rector St or Whitehall St. Or,  use the J at Fulton St or Broad St. For service to/from Fulton St and between Borough Hall and Franklin Av,  take the 2 or 3 instead. For service between Franklin Av and New Lots Av,  take the 3 instead,  running all weekend.All times until Fall 20164 service skips Saratoga Av and Pennsylvania Av. To/from Saratoga Av,  use free shuttle buses to/from the Rockaway Av station at all times. B7 customers can transfer to/from free shuttle buses at Saratoga Av. To/from Pennsylvania Av,  use free shuttle buses to/from the Van Siclen Av station at all times. B20 and B83 customers can transfer to/from free shuttle buses at Pennsylvania Av.Note: Transfer is available with MetroCard.                          7/14/16 4:03 PM             NYC           ","WEEKEND11:45 PM Fri to 5 AM Mon,  Jul 15 - 184 service runs local between 125 St and Brooklyn Bridge.11:45 PM Fri to 5 AM Mon,  Jul 15 - 18No 4 service between New Lots Av/Utica Av and Brooklyn Bridge - take the 2/3/D/J/N/Q/R.4 service operates between Woodlawn and Brooklyn Bridge,  making local stops. For service between Manhattan and Brooklyn,  take the D/N/Q/R. Transfer between the 4/6 and N/Q/R at 14 St-Union Sq or Canal St. Transfer between the D/N/Q/R and 2/3 at Atlantic Av-Barclays Ctr. For service to/from Wall St and Bowling Green,  use the R (N overnight) at nearby Rector St or Whitehall St. Or,  use the J at Fulton St or Broad St. For service to/from Fulton St and between Borough Hall and Franklin Av,  take the 2 or 3 instead. For service between Franklin Av and New Lots Av,  take the 3 instead,  running all weekend.All times until Fall 20164 service skips Saratoga Av and Pennsylvania Av. To/from Saratoga Av,  use free shuttle buses to/from the Rockaway Av station at all times. B7 customers can transfer to/from free shuttle buses at Saratoga Av. To/from Pennsylvania Av,  use free shuttle buses to/from the Van Siclen Av station at all times. B20 and B83 customers can transfer to/from free shuttle buses at Pennsylvania Av.Note: Transfer is available with MetroCard.",NYC,7/14/16 16:03,5316d,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
